time,mode,fused_x,fused_y,fused_z,fused_qx,fused_qy,fused_qz,fused_qw,gt_x,gt_y,gt_z,feat_count,aft_x,aft_y,aft_z
1660857413.294789,LIDAR_ONLY,-0.04809313994557541,0.03151171979444887,0.4419691559608029,-0.026918824883319276,0.024860032143234807,0.0029359014734337044,0.9993241396820537,,,,145,0.08450871147094322,-0.006427071014733915,0.4484076735047044
1660857413.38533,LIDAR_ONLY,-0.050764444550611645,0.030477173476750483,0.4444866519481424,-0.026260089430934445,0.02440433509310285,0.0027969953907076234,0.9993532973621128,,,,145,0.0841287817045399,-0.0074423297447805395,0.44656230064987334
1660857413.4865994,LIDAR_ONLY,-0.04952578859538586,0.027839861275459666,0.44077273390529126,-0.026198785971797638,0.024307072830545517,0.002818925943512872,0.9993572151540908,,,,145,0.08582573296177276,-0.009319831493521065,0.4411354294515298
1660857413.587173,LIDAR_ONLY,-0.04992408805777146,0.02732402246070914,0.44141153970375036,-0.028510922563047804,0.024005428120480628,0.003198098073802074,0.9993000744941766,,,,146,0.0860008942510904,-0.010692718967604153,0.4412636420458291
1660857413.6876962,LIDAR_ONLY,-0.0568173097073504,0.027884012526335867,0.44642286991050784,-0.029551126133225324,0.02455185590020472,0.0028645289007759186,0.9992575903090708,,,,149,0.08065343410737158,-0.010841936674137107,0.44349921015225163
1660857413.7882063,LIDAR_ONLY,-0.05019075241358502,0.02831103156552551,0.4423068069743773,-0.03175458281260282,0.02497414222973661,0.002751170858979068,0.9991798485503955,,,,144,0.07849882159034986,-0.010039936421078345,0.4415417223436719
1660857413.8907201,LIDAR_ONLY,-0.03932542730473439,0.030177916693661898,0.43901202281426205,-0.03251935642204518,0.024337135468959784,0.003233918850676747,0.9991695236865108,,,,139,0.0843697802147702,-0.010143593202711784,0.44302643532280495
1660857413.991347,LIDAR_ONLY,-0.0195041251162053,0.033297653902323116,0.4429687811165473,-0.03599156933105937,0.023707684425573507,0.004069571578795468,0.9990625562112866,,,,146,0.10347415024298859,-0.011214147184054819,0.43402249057741077
1660857414.091921,LIDAR_ONLY,0.0012594378581262632,0.028840317928441522,0.4513432112737085,-0.030962263425281862,0.02082303422948553,0.0038086917017142105,0.9992963691300907,,,,125,0.12411982868732781,-0.002134770534088114,0.4391362750467111
1660857414.192492,LIDAR_ONLY,0.04240908316521512,0.017361537684000464,0.4506285982811182,-0.027982103608942297,0.021200783182274276,0.003949047918861039,0.9993757720150169,,,,132,0.1474039628701451,-0.009996026193070266,0.44902623129010455
1660857414.303119,LIDAR_ONLY,0.11576047442435426,-0.005420860062015628,0.44100772581452335,-0.028561976125954125,0.019497295114982677,0.0025271013256731073,0.9993986605763836,,,,109,0.19918617617559706,-0.018720075345325,0.4465135863160037
1660857414.3936052,LIDAR_ONLY,0.22217162829793713,-0.025717062074838017,0.43791868253428207,-0.020658045303432467,0.01877326398362742,0.005356367310982265,0.9995959779095114,,,,96,0.27289476111612154,-0.04080227803477383,0.45221193323260966
1660857414.5159068,LIDAR_ONLY,0.31109735803009764,-0.034047806884336076,0.4590505168914769,-0.01979769353919884,0.01995317607581027,0.004534601518691615,0.9995945975664747,,,,85,0.37255821184842797,-0.06898267643945184,0.44399843315432974
1660857414.5963244,LIDAR_ONLY,0.4162616028430498,-0.03237587692066575,0.44564812408460996,-0.0223396091623224,0.016646916999707287,0.00525865430820288,0.9995980034852744,,,,99,0.443949605780031,-0.06861096429823287,0.44100291825992355
1660857414.697675,LIDAR_ONLY,0.5386772413621627,-0.023936290447485853,0.4647643700257756,-0.03280260589765885,0.01763456064756428,0.005694424862302593,0.9992900403999723,,,,91,0.5603550699670394,-0.07661818745806727,0.4303985130093075
1660857414.7982218,LIDAR_ONLY,0.6409271544432389,-0.016493975382327327,0.45513015277275404,-0.0370290054919466,0.02208481497814713,0.007451397887889173,0.9990423366250175,,,,107,0.6914596597956876,-0.060105223149759156,0.44976732279213416
1660857414.8987918,LIDAR_ONLY,0.7395718169279755,-0.0007823592166108055,0.4698894630994882,-0.043772041935799685,0.021804545715779708,0.0067813502523840965,0.9987805481784544,,,,77,0.7927978025428526,-0.06111714054169945,0.4071355052982662
1660857414.999327,LIDAR_ONLY,0.8496036434877966,0.007495308221569174,0.4664262486047866,-0.04765952311201681,0.02178842216882692,0.0074802915017222246,0.9985979570153232,,,,107,0.8832280143212321,-0.03909626865810587,0.41832659430176083
1660857415.0998588,LIDAR_ONLY,0.9796522267091624,0.019364388636037098,0.44300914680464765,-0.04702156699240548,0.025551080534638865,0.008806330183022362,0.998528198434976,,,,82,1.0021782963473684,-0.0398864509271687,0.41633545124977567
1660857415.2004428,LIDAR_ONLY,1.081223214686724,0.019889679634006903,0.4581827046213637,-0.044063486225182,0.021406159662056706,0.007661178132231345,0.9987699894669604,,,,90,1.1317722231054044,-0.015690345675147647,0.38719328985832585
1660857415.3010156,LIDAR_ONLY,1.1839604936531591,0.032476460273718644,0.4597240827919809,-0.045300442118475254,0.021442811929302457,0.01012647218147293,0.9986919096105632,,,,71,1.2286777822285773,-0.028228156983152758,0.39086533881956764
1660857415.4116504,LIDAR_ONLY,1.3129228578380752,0.04456808689318142,0.4658582605679698,-0.048624468193336275,0.022206450518777895,0.00841726192601228,0.9985347687236241,,,,100,1.3262142671612498,-0.009326042522171675,0.3949375670304399
1660857415.5122437,LIDAR_ONLY,1.4339207745011304,0.05663627346625883,0.4593774594804272,-0.043898772831219714,0.025882443178109227,0.009138789591233024,0.9986588403473191,,,,89,1.4550013138845883,0.004738130787195719,0.40269455473535853
1660857415.6027513,LIDAR_ONLY,1.5375565667615503,0.07074305806899286,0.46388036696924545,-0.04520560032417223,0.025657556284530366,0.009402493562721163,0.9986038937534945,,,,84,1.5610474224818496,0.00552641650088513,0.38066403991728986
1660857415.7033212,LIDAR_ONLY,1.649968440662123,0.07949254052314722,0.4749622903922406,-0.044236066675828765,0.022898172068404988,0.009172438220990096,0.9987165316034673,,,,104,1.6536307998501643,0.02561746507742843,0.38333842410588437
1660857415.8038926,LIDAR_ONLY,1.7824324750476976,0.09221009153750104,0.5033973433762965,-0.04269859912723989,0.024409356546836073,0.011561729542707991,0.9987228541269705,,,,99,1.7612394099211472,0.022080123694577954,0.36926155481710055
1660857415.914539,LIDAR_ONLY,1.8799122319011732,0.09494152311692336,0.48673939017030676,-0.044065648776057,0.0292286766238472,0.010300520509786092,0.9985478467945296,,,,84,1.87583505041056,0.030215217169062746,0.3963303131533192
1660857416.0050542,LIDAR_ONLY,1.9795830227590896,0.0990481020124516,0.5096112477979058,-0.04450811652542052,0.027443992493263066,0.011879994891022004,0.9985613253880699,,,,85,1.9655097582863608,0.030354273247636385,0.34933784147897917
1660857416.1058073,LIDAR_ONLY,2.083111985779278,0.11038171616405985,0.5100963053513508,-0.04654463292402492,0.026138215658732016,0.011054182261239621,0.9985129923454581,,,,90,2.0649941687409696,0.029180586730985544,0.3581783677061132
1660857416.206378,LIDAR_ONLY,2.2103952657192143,0.11554931870468985,0.501535301185538,-0.04977340026380197,0.029440332153198377,0.010499402089100668,0.9982713248534488,,,,96,2.1715390930367566,0.04605269500528598,0.3651646183222972
1660857416.307956,LIDAR_ONLY,2.3104218813751283,0.13067997753944197,0.5147950697742946,-0.05280405324665305,0.028700610474040142,0.012093358272988155,0.9981191099286815,,,,55,2.2854472498917056,0.03770865479702759,0.33838883623343463
1660857416.4084964,LIDAR_ONLY,2.405316401488989,0.1380817142265353,0.5313535595489149,-0.05468582475896492,0.024960944320782608,0.011288260061402463,0.998127740829716,,,,68,2.3729544749122216,0.05777898447574782,0.33042766923693906
1660857416.51068,LIDAR_ONLY,2.5028203634743655,0.14665432703749506,0.544384688416991,-0.05846348216714531,0.021763289933932235,0.01325360537530787,0.997964289145007,,,,60,2.4609374609837897,0.06076529980562443,0.34432128216490293
1660857416.6212656,LIDAR_ONLY,2.6211647925685435,0.15280577367231957,0.5365427073677435,-0.05561918745793994,0.02542791501635105,0.013781935563751372,0.9980330582583707,,,,72,2.5793139061780503,0.06025737764727464,0.3483560438620665
1660857416.7117944,LIDAR_ONLY,2.7102677364059673,0.15196533605400778,0.567316226173648,-0.05206157266727359,0.023332636700221118,0.013805437065613674,0.998275808894242,,,,81,2.6782063404605383,0.0744786285632173,0.3383520961251375
1660857416.8223794,LIDAR_ONLY,2.8023035638626217,0.1607020839157021,0.5613931956872847,-0.0506213126048287,0.020764705864857517,0.014507582961609861,0.9983966344780627,,,,94,2.7663878736575027,0.061334388556952765,0.3478894269733457
1660857416.9229324,LIDAR_ONLY,2.9298261105947723,0.17096769932782974,0.5649477211756152,-0.04858095259214096,0.025518020463934924,0.012294374403601415,0.9984175329163979,,,,82,2.865983428547733,0.08094269635405571,0.3308032941652601
1660857417.0134435,LIDAR_ONLY,3.0202694953476006,0.17558824678185855,0.537471305635418,-0.049924967396173914,0.026971614162156283,0.012868452870832246,0.998305781101507,,,,86,2.981288576423036,0.08935553544471346,0.34949444166886895
1660857417.114006,LIDAR_ONLY,3.099818729638405,0.18549951128122585,0.5341858762617108,-0.04879334407509352,0.02258255913459036,0.012265216389836468,0.9984782431599664,,,,74,3.0809234733976596,0.08270253479140413,0.3271968114081027
1660857417.2145483,LIDAR_ONLY,3.1892245255318956,0.18966243208676237,0.5405784848687958,-0.04564066086039244,0.021326979888362855,0.012697279506423437,0.9986495226545717,,,,92,3.1659233031529554,0.1044560231316843,0.3200550538011514
1660857417.315694,LIDAR_ONLY,3.3026183583874107,0.19989012508424905,0.5345213723006994,-0.04779716212968918,0.02343920602795396,0.01415093156979008,0.9984817404684146,,,,88,3.269213297217033,0.09999890195969209,0.3184833485152568
1660857417.4162664,LIDAR_ONLY,3.386934633411744,0.19545528490102648,0.511699870915272,-0.045683112455360074,0.02638073871815099,0.012929651876031088,0.9985238775129217,,,,83,3.382727493184834,0.11736712884337286,0.3238089071339042
1660857417.5168364,LIDAR_ONLY,3.4759564054624024,0.19771304449442356,0.5237160881410089,-0.042267009927447134,0.022799493220317848,0.014391277369983638,0.9987424964005237,,,,75,3.4693347110318884,0.10827301903282532,0.2921402925263484
1660857417.617363,LIDAR_ONLY,3.5645973010067227,0.20409142198096858,0.5347052079008517,-0.041530620075896044,0.022956042419661423,0.013104144214950864,0.9987875195039895,,,,92,3.5560771184606073,0.10866236443470366,0.3027524280924342
1660857417.717873,LIDAR_ONLY,3.6755082998118547,0.20791529485243776,0.5446807077253947,-0.04273218249190871,0.02660021968300791,0.012471463012911407,0.9986545205938897,,,,92,3.6633310545440634,0.12320358551524122,0.308204646408499
1660857417.8184628,LIDAR_ONLY,3.755273263494821,0.21996492981013377,0.5560673113031063,-0.0441457588183743,0.02254133234940999,0.01312840413098383,0.99868447735971,,,,75,3.7708752859236885,0.11124889113555343,0.2938352117066864
1660857417.9198332,LIDAR_ONLY,3.8478220165569907,0.22337053464804238,0.569031758164572,-0.03894429873628784,0.02174589064783943,0.01179774736232628,0.9989350684569271,,,,90,3.8594582110534703,0.13443049385484426,0.2855180587673297
1660857418.0204365,LIDAR_ONLY,3.948607659877358,0.2271560128859224,0.5660128673691872,-0.041721273761982335,0.02208264542679768,0.012821447636195525,0.998802934801027,,,,96,3.9512657722237496,0.13077271067742735,0.28779446331010755
1660857418.1210108,TRANSITION,4.080529007289486,0.23177469369314,0.558407961498769,-0.04305506939413696,0.020834422849776223,0.013535544274396674,0.9987637242437166,,,,74,4.070619854199411,0.131164454572978,0.3085861325474652
1660857418.2324836,TRANSITION,4.237642462654125,0.23309701021796186,0.5610280578849703,-0.03936455833680126,0.020433223852897173,0.01366975781009488,0.9989224457540933,,,,59,4.1667550143358225,0.14652087722658916,0.30264558910724615
1660857418.3343725,TRANSITION,4.376725635205489,0.246533927427235,0.5580426438371114,-0.04222684979440807,0.018190930277883318,0.014055738537664108,0.9988435410144207,,,,65,4.268692442783058,0.13597362888594405,0.2685076301741287
1660857418.4248848,TRANSITION,4.497467477977263,0.2586565527018299,0.5489665210183295,-0.04316302396914351,0.02414851447177763,0.011994192611454275,0.9987041313393297,,,,57,4.390307227083659,0.17246758742344992,0.269114949720433
1660857418.5268257,TRANSITION,4.607242703047843,0.2692977564973333,0.5517332506648017,-0.04248339259194082,0.02194708476905639,0.013622750855196113,0.9987631888907181,,,,69,4.531252774749273,0.1652416638918089,0.25647965869463735
1660857418.6273994,TRANSITION,4.771327593144186,0.2747750141851203,0.5507623640105557,-0.03616867586740717,0.018604419340453038,0.013222227566433492,0.9990850189874657,,,,92,4.633033652760723,0.18880907005434605,0.24405098287003354
1660857418.7280586,TRANSITION,4.915643126149083,0.28030457227353034,0.5499824029504177,-0.03595945535761398,0.02420062958427204,0.015464808301195124,0.9989404821120806,,,,72,4.785359121587245,0.1726038684588054,0.26121174461896235
