time,mode,fused_x,fused_y,fused_z,fused_qx,fused_qy,fused_qz,fused_qw,gt_x,gt_y,gt_z,feat_count,aft_x,aft_y,aft_z,chanR_degen,chanT_degen,bingham_l1,bingham_l2,bingham_l3,schur_t1,schur_t2,schur_t3,orig_semicircle_degen,orig_l1,orig_l2,orig_l3
1789543826.9323704,TIGHTLY_COUPLED,0.33771854928655887,0.5334512521186178,-0.6420508280627704,0.0323654229735381,-0.038153221489469015,0.442333386577245,0.8954540670547122,0.6955031769298838,0.5296678904449879,-0.03164941670903899,109,,,,1,1,0.039694157954176607,0.30042865407771324,0.6598771879681111,0.3598556405282235,0.601391691527589,0.7133245764318003,0,0.3598492184023688,0.6011788102637744,0.7135072375982161
1789543827.043095,TIGHTLY_COUPLED,0.3360264217964775,0.5321084426495994,-0.6420627569700411,0.032339225940617465,-0.038074639035088655,0.44236458872545814,0.8954429445641223,0.6955058891915501,0.529671800141173,-0.031649592985587616,109,0.33771854928655887,0.5334512521186178,-0.6420508280627704,1,1,0.06415413119647366,0.3028242195252734,0.6330216492782526,0.36439563144578874,0.5981124976352974,0.7137767605881347,0,0.36438958189740733,0.5978986621581358,0.7139589780891785
1789543827.170269,TIGHTLY_COUPLED,0.3374636183648155,0.5328632022975928,-0.6422943821960501,0.03235245575585841,-0.03815775081286244,0.4423748255663556,0.8954338715754532,0.6955091172091385,0.52967645329416,-0.031649802782701436,109,0.34244787098469043,0.5312169248077713,-0.6416527551646749,1,1,0.056122053938755564,0.33999448649965724,0.6038834595615874,0.35824387063373175,0.5916056508272372,0.7222631674553558,0,0.358239415848799,0.5914018829420645,0.7224322347354747
1789543827.2384686,TIGHTLY_COUPLED,0.3355149987550594,0.5320088437060159,-0.6419214510946196,0.03234207244069698,-0.03805046431170984,0.44236242371772316,0.8954449388982472,0.69551047365703,0.5296784085994055,-0.03164989094182073,109,0.34244787098469043,0.5312169248077713,-0.6416527551646749,1,1,0.048432283533634726,0.308248062547261,0.6433196539191046,0.3638720969324873,0.5979444505448491,0.7141845217705106,0,0.3638643437385303,0.5977007571315623,0.7143924301671217
1789543836.3149135,LIDAR_ONLY_SAFE,0.6484107080000026,0.9264954781291278,-0.6524917353878924,0.04053466205399951,-0.03791213414554957,0.37382174810872076,0.9258384912594843,1.038788903364231,0.9467198634121117,-0.05140265143253635,108,0.6779539009773834,0.9190087451590386,-0.6114526496110776,1,1,0.035011133512609725,0.30548727514575535,0.6595015913416346,0.3179379223327625,0.5564817802389798,0.7676219810588948,0,0.3179694827949807,0.5561355649727332,0.7678597797668213
1789543836.3553255,TIGHTLY_COUPLED,0.6698024409101835,1.0014710602457633,-0.6518463071467488,0.03827293508355487,-0.03882615537268468,0.36089737603429617,0.931010631556174,1.0436589868678956,0.9537419813299695,-0.05183634794126653,108,0.6779539009773834,0.9190087451590386,-0.6114526496110776,1,1,0.037661862670814394,0.31519662677114946,0.6471415105580364,0.2973086239232807,0.5659931479531035,0.7689338974261583,0,0.2973181306111924,0.5655802497903348,0.7692339762757288
1789543836.449029,TIGHTLY_COUPLED,0.6867505874777128,0.9956537842721981,-0.6527008718303463,0.03674476641539719,-0.039280592111610814,0.34896965893480136,0.9355891375851729,1.0588994586654612,0.9660122100591879,-0.05267429352779471,100,0.693636276406982,0.9338200887754499,-0.6092368390022977,1,1,0.037661862670814394,0.31519662677114946,0.6471415105580364,0.3320289676433548,0.5935936265893917,0.7330780116182328,0,0.33204568769553117,0.5931967668538047,0.7333916123579507
1789543836.5724547,TIGHTLY_COUPLED,0.6981105004113046,0.9904374513918189,-0.6551229375220149,0.035751965455224126,-0.03920975122495242,0.34473711814997143,0.9371983310615841,1.0720428152101908,0.9785268331609197,-0.05297184957156553,108,0.7196703793446333,0.9557133647272136,-0.6052876928233696,0,1,0.04401169998261367,0.2654268706080659,0.69056142940932,0.30270310745633394,0.5944124890149382,0.7450131687690797,0,0.30267154736531604,0.594156544109443,0.7452301225174737
1789543836.6840224,TIGHTLY_COUPLED,0.7253969911382272,0.9778258136921529,-0.6563007951467694,0.036387027745113036,-0.03922310432572406,0.3454684695162064,0.9369039806026335,1.0839996602449222,0.989779913396541,-0.053541679164500616,117,0.7333935603288654,0.9701945474114261,-0.6035033639355929,1,1,0.04589678268543978,0.2992623393911393,0.6548408779234208,0.3201139599807756,0.5868611350740275,0.7437210907087752,0,0.3201175561554786,0.5864687540250738,0.7440289986239256
1789543836.7904296,TIGHTLY_COUPLED,0.7504798058322141,0.9696252203257708,-0.6555795317060354,0.03644308126021322,-0.039134783872165325,0.3455312700727602,0.9368823362202138,1.095341248837629,1.000448257779213,-0.0540877947014672,120,0.7462743519804216,0.9734821394742574,-0.603051838697133,1,1,0.044449256191282774,0.2883743521598453,0.6671763916488717,0.3250346255198509,0.5938704239455358,0.7359826164903079,0,0.32502138143813913,0.5935620259669642,0.7362372056192464
