time,mode,fused_x,fused_y,fused_z,fused_qx,fused_qy,fused_qz,fused_qw,feat_count,aft_x,aft_y,aft_z,chanR_degen,chanT_degen,bingham_l1,bingham_l2,bingham_l3,schur_t1,schur_t2,schur_t3,orig_semicircle_degen,orig_l1,orig_l2,orig_l3,chanR_r_degen,chanR_t_degen,lever_arm,chanT_streak,chanT_time_decay,l_px,l_py,l_pz,l_qx,l_qy,l_qz,l_qw,v_px,v_py,v_pz,v_qx,v_qy,v_qz,v_qw,Hl_00,Hl_01,Hl_02,Hl_03,Hl_04,Hl_05,Hl_10,Hl_11,Hl_12,Hl_13,Hl_14,Hl_15,Hl_20,Hl_21,Hl_22,Hl_23,Hl_24,Hl_25,Hl_30,Hl_31,Hl_32,Hl_33,Hl_34,Hl_35,Hl_40,Hl_41,Hl_42,Hl_43,Hl_44,Hl_45,Hl_50,Hl_51,Hl_52,Hl_53,Hl_54,Hl_55,Hv_00,Hv_01,Hv_02,Hv_03,Hv_04,Hv_05,Hv_10,Hv_11,Hv_12,Hv_13,Hv_14,Hv_15,Hv_20,Hv_21,Hv_22,Hv_23,Hv_24,Hv_25,Hv_30,Hv_31,Hv_32,Hv_33,Hv_34,Hv_35,Hv_40,Hv_41,Hv_42,Hv_43,Hv_44,Hv_45,Hv_50,Hv_51,Hv_52,Hv_53,Hv_54,Hv_55
1660857413.3756938,TIGHTLY_COUPLED,-0.048732435628110624,0.030350989835028885,0.4369086940009489,-0.025593651055945545,0.02519211238645511,0.0030126590052045456,0.9993504122102783,145,0.08665319513835941,-0.002432063331594959,0.4465628755323144,1,1,0.11420798620190852,0.1588252905339607,0.7269667232641306,0.13727561444977687,0.41121257414443785,0.9011435094051011,0,0.13723937537350256,0.4112742953368633,0.9011208619504142,1,0,89.3095097895544,2,0.98,-0.04584433960365031,0.03151543089405318,0.4435936260461593,-0.025614193963383516,0.02486638674944417,0.0030549473680429027,0.9993579154507912,0.04486151746427931,0.0013442943580788851,0.429686125789145,-0.0005639787854230523,-0.0086142226554411,0.002744935711813992,0.9999589703702397,1297.9398937371857,-204.18190434980784,50.09549866719075,8.75817896016043,-17.515349248324426,4.011466093843239,-204.18190434980784,10441.963113550419,-1720.679193387316,105.2040523564047,-22.051383603240033,-250.5817125742133,50.09549866719075,-1720.679193387316,47946.73854984787,31.351726474371446,300.31365303826857,13.293204643079635,8.75817896016043,105.2040523564047,31.351726474371446,185.33697884745555,-15.589429726514416,-2.3347157236342135,-17.515349248324426,-22.051383603240033,300.31365303826857,-15.589429726514416,402.11877195678665,-1.1614600822435246,4.011466093843239,-250.5817125742133,13.293204643079635,-2.3347157236342135,-1.1614600822435246,67.13764603613377,1471972125.2867057,-230613.7491807198,194222.25791590416,60125.953129244655,7303680.376686503,-875943.482841863,-230613.7491807198,1471719062.1643755,-2756.0666546932644,-7738667.182052489,347286.5667336406,2564967.7049473473,194222.25791590416,-2756.0666546932644,1471765263.1679294,156900.5276988196,-1900615.8501697732,-345491.47453090287,60125.953129244655,-7738667.182052489,156900.5276988196,315114591.4174822,363214.25189408206,-174661.49848394154,7303680.376686503,347286.5667336406,-1900615.8501697732,363214.25189408206,319337810.12733114,1813779.5661542413,-875943.482841863,2564967.7049473473,-345491.47453090287,-174661.49848394154,1813779.5661542413,322807632.90188825
1660857413.4663248,TIGHTLY_COUPLED,-0.04831984452188551,0.029454166760618794,0.43427990322801036,-0.02604616963454655,0.025727229890567246,0.002974565351186274,0.9993252016488416,145,0.08684877572361731,-0.004465634954779648,0.4408517293015309,1,1,0.12550348025369248,0.15314194757846283,0.7213545721678452,0.12857869679578376,0.4269919364216884,0.895067262813893,0,0.12849018929191655,0.42702938793188494,0.8950621057212998,1,0,103.22670437894891,3,0.97,-0.04851540198371079,0.030473843437459597,0.4461084743029562,-0.02495538338338093,0.024410928913770797,0.002915439786539298,0.9993862294431234,0.045274110103235385,0.00044747081811339045,0.427057332632612,-0.0010182953558439622,-0.008079826006237278,0.0027089231310722947,0.9999631699326467,1337.5974404008352,-11.319670098369102,-266.867626769776,12.226628279551925,-15.383916914910696,-1.0572635214949422,-11.319670098369102,10370.29123647107,1158.5998495214037,70.32744694697581,29.525586767809823,-307.29913059060095,-266.867626769776,1158.5998495214037,57180.76623988943,91.07016747363564,371.33674627576545,-41.75221504736176,12.226628279551925,70.32744694697581,91.07016747363564,189.7519636165506,-19.046881728139883,2.3216623783708723,-15.383916914910696,29.525586767809823,371.33674627576545,-19.046881728139883,393.3082879012481,1.0094286125696432,-1.0572635214949422,-307.29913059060095,-41.75221504736176,2.3216623783708723,1.0094286125696432,65.67667099433288,379273023.6481827,-249754.80549327345,303250.61957278097,30490.680759926225,2966943.917842459,-794344.4489573577,-249754.80549327345,379095712.96209383,-2330.2838773722387,-3494249.868976492,294963.6576144413,2734647.3372586174,303250.61957278097,-2330.2838773722387,379132874.84539217,103516.17904450087,-2275810.2904579453,-310865.89648272307,30490.680759926225,-3494249.868976492,103516.17904450087,194306324.8875969,150306.28039298474,-117478.38348213836,2966943.917842459,294963.6576144413,-2275810.2904579453,150306.28039298474,199385652.88897985,1468724.9098357027,-794344.4489573577,2734647.3372586174,-310865.89648272307,-117478.38348213836,1468724.9098357027,201921624.6683857
1660857413.5871446,TIGHTLY_COUPLED,-0.048471038825178545,0.02650474345662907,0.43304638602788126,-0.025516155888689863,0.026016252559670057,0.003194472087937078,0.9993307138978043,146,0.08905038410566761,-0.006214526148264996,0.4392815375779173,1,1,0.13101036245589584,0.16859645571231097,0.700393181831793,0.13422147489202654,0.38381520986799467,0.9136030212032994,0,0.13426216120824938,0.38400322777824447,0.9135180310883741,1,0,73.36720012725677,4,0.96,-0.04767457946425083,0.02732889027523475,0.443025105564253,-0.027206244734189318,0.024011302972794333,0.003316044161486774,0.9993359202130502,0.04512291537432813,-0.0025019524701399036,0.4258238152887252,-0.0004812951620309418,-0.007785461724893811,0.002903423519753462,0.9999653619363834,1288.276439528256,361.2979671419447,341.61325272558025,12.318529863088841,-27.710740330781004,-11.293420263260291,361.2979671419447,8694.30669216599,-3931.4918043295384,118.76445676459613,-82.70486131267648,-190.0189010879856,341.61325272558025,-3931.4918043295384,39041.31669058129,150.31760989578532,372.27553845088863,70.38633144958763,12.318529863088841,118.76445676459613,150.31760989578532,175.34998924029628,-14.581641417861922,-3.691800496092109,-27.710740330781004,-82.70486131267648,372.27553845088863,-14.581641417861922,411.99546970376446,-0.15944404394618672,-11.293420263260291,-190.0189010879856,70.38633144958763,-3.691800496092109,-0.15944404394618672,64.20730182293487,1459001702.0509043,-335529.5684313251,347288.82562502875,54522.14699261713,7040857.555653801,-968312.8355657393,-335529.5684313251,1458734102.708351,-3371.9996670952455,-7663688.952648215,375132.21010608727,2992671.966311929,347288.82562502875,-3371.9996670952455,1458789847.2853227,58199.730535808485,-2373241.035609181,-377849.08332571934,54522.14699261713,-7663688.952648215,58199.730535808485,314251453.7826223,87517.80790874767,-59082.885281204595,7040857.555653801,375132.21010608727,-2373241.035609181,87517.80790874767,319486688.9323053,1772211.9668037118,-968312.8355657393,2992671.966311929,-377849.08332571934,-59082.885281204595,1772211.9668037118,322542420.40488744
1660857413.6878226,TIGHTLY_COUPLED,-0.04790802369382808,0.02578184214716838,0.43427798537792706,-0.026075374394929497,0.026048932216013006,0.0033687702257165315,0.9993148549720136,149,0.08473975865485858,-0.005954204029906293,0.4445581857361534,1,1,0.11900306301301442,0.16433174589646635,0.7166651910905184,0.1287943603801484,0.4003427475768783,0.9072693630873161,0,0.12884088934625093,0.400524121141676,0.9071827013430951,1,0,63.91209008921607,5,0.95,-0.054567770732821055,0.027874583344908267,0.4480380545200675,-0.02824655428418867,0.024558076195004885,0.00298319916851821,0.9992948181529424,0.04568593594437799,-0.0032248558889165905,0.42705541402417346,-0.0010345242355942863,-0.007748228013125951,0.0030958110358153407,0.9999646547135019,1289.1494710823406,255.63889491320654,-393.80395361661533,8.441282812096647,-29.55822872911512,-5.232675501279655,255.63889491320654,7350.544694674122,638.1954341807349,71.75630069252999,3.566426427111491,-116.49748352830665,-393.80395361661533,638.1954341807349,34261.73631871362,149.5950269127997,312.74680122557606,-12.007709239208124,8.441282812096647,71.75630069252999,149.5950269127997,184.2019761152032,-8.951314753870461,-5.603235321643224,-29.55822872911512,3.566426427111491,312.74680122557606,-8.951314753870461,416.6848705034674,-1.518743198788156,-5.232675501279655,-116.49748352830665,-12.007709239208124,-5.603235321643224,-1.518743198788156,60.752459624616435,429626693.7321429,-111455.29207371052,245322.24339205987,40482.491089633724,4915755.813887832,-433263.89734151,-111455.29207371052,429629306.462996,374.10368467872945,-5297748.8188560605,222747.34411693254,2361609.2585995016,245322.24339205987,374.10368467872945,429665365.1839905,104442.48822896321,-2067620.9945156751,-217729.39350592013,40482.491089633724,-5297748.8188560605,104442.48822896321,209716056.21024507,328958.5364476921,-145514.4629608864,4915755.813887832,222747.34411693254,-2067620.9945156751,328958.5364476921,214757632.5212698,1012821.4188884501,-433263.89734151,2361609.2585995016,-217729.39350592013,-145514.4629608864,1012821.4188884501,216248913.1931236
1660857413.7984724,TIGHTLY_COUPLED,-0.047504475445398445,0.025841125018801734,0.43724390426133986,-0.027003076025717925,0.026019850750577306,0.003098275979649174,0.9992918502309629,144,0.0827722210930727,-0.005632773578188528,0.44370251364193497,1,1,0.13638397239107816,0.15392283330303744,0.7096931943058848,0.130051439443816,0.41561432148863486,0.9001951782097775,0,0.13006954370610593,0.4157703712154475,0.9001204987219514,1,0,74.19891961549477,6,0.94,-0.04794139140126194,0.028313508677825637,0.4439229576283792,-0.03045014857592035,0.02498031933880607,0.0028704143426075673,0.9992199621799324,0.046089483052423365,-0.003165573118005339,0.4300213333242615,-0.0019711187497148583,-0.0077837378048299394,0.002857679851399361,0.9999636802317008,1395.0837765435797,322.98719229938035,-144.93319437863613,16.011547405634165,-32.22628278037607,-30.32063109244162,322.98719229938035,10086.769593335954,-413.7351256859093,125.0445067027342,-34.36979160811606,-138.3620955051759,-144.93319437863613,-413.7351256859093,39534.809446506675,219.44603425970087,370.80927541399274,18.35824420248189,16.011547405634165,125.0445067027342,219.44603425970087,194.42820702195547,-11.768071067094056,-7.385718378237377,-32.22628278037607,-34.36979160811606,370.80927541399274,-11.768071067094056,416.87313964543546,-7.891927757425989,-30.32063109244162,-138.3620955051759,18.35824420248189,-7.385718378237377,-7.891927757425989,62.63675386112969,1488814135.0125868,-213389.10476161685,309047.07212139043,58707.20458207505,7310318.326833407,-815126.5370326748,-213389.10476161685,1488687017.2265077,-502.0440886419999,-7857053.037989344,318154.61063978984,2767128.0070428173,309047.07212139043,-502.0440886419999,1488740184.1023564,180299.8077837904,-2338223.1813509082,-311414.06867715874,58707.20458207505,-7857053.037989344,180299.8077837904,316517637.0404938,188148.32522078144,-107196.28801733945,7310318.326833407,318154.61063978984,-2338223.1813509082,188148.32522078144,321967246.4484558,1455355.8156665228,-815126.5370326748,2767128.0070428173,-311414.06867715874,-107196.28801733945,1455355.8156665228,324127732.9896421
1660857413.890487,TIGHTLY_COUPLED,-0.040502659301691724,0.025755336574710005,0.44137483140737477,-0.028149360114476715,0.025689425932410703,0.0026753578916472744,0.9992699882316892,139,0.08927940802514513,-0.005188542890680866,0.44402913355087276,1,1,0.12614620893506756,0.14979636494511364,0.7240574261198179,0.14534333645995706,0.4308905816880938,0.8906226031036849,0,0.14510389624983608,0.4308786553989792,0.8906674147035382,1,0,65.55107374653538,7,0.9299999999999999,-0.03707647189123531,0.03019087877915775,0.44063279684086587,-0.031214874023596094,0.024342615783686673,0.0033523376740370306,0.9992106036910056,0.05309129771050172,-0.003251361977376414,0.43415226093902853,-0.0031310934755600307,-0.008124243807548595,0.0024820584409824876,0.9999590153111768,1388.5818489987337,222.48876363560464,-335.9822437245162,-0.26427617875469167,-5.28189470719831,-54.11118380617818,222.48876363560464,9488.43472987408,26.88910708524542,54.79681066369286,2.2956633766197987,-185.6155191399127,-335.9822437245162,26.88910708524542,37600.77057703894,275.48115119564864,97.35973993036075,-2.0313871978650937,-0.26427617875469167,54.79681066369286,275.48115119564864,213.85221256846643,-11.243943088913564,-3.6626345645454874,-5.28189470719831,2.2956633766197987,97.35973993036075,-11.243943088913564,435.5917748915545,-2.8978846070071147,-54.11118380617818,-185.6155191399127,-2.0313871978650937,-3.6626345645454874,-2.8978846070071147,76.65042170986892,1459397981.4531305,-240329.2801392348,318653.56216115557,56681.71068896139,7116723.237098968,-775661.3489677835,-240329.2801392348,1459223588.6067095,-1559.6949993494973,-7723679.689518064,326461.2100041186,2771264.83960417,318653.56216115557,-1559.6949993494973,1459276112.047028,28750.225644592952,-2328602.0905675627,-334017.18202190555,56681.71068896139,-7723679.689518064,28750.225644592952,314071567.0584976,114232.87680045537,-69748.70666342761,7116723.237098968,326461.2100041186,-2328602.0905675627,114232.87680045537,319379032.9768367,1576985.4962582726,-775661.3489677835,2771264.83960417,-334017.18202190555,-69748.70666342761,1576985.4962582726,321650427.1663057
1660857413.9910643,TIGHTLY_COUPLED,-0.02879524132860814,0.02586675780488564,0.44518879381360354,-0.028935364345681454,0.02502896847910856,0.002922237179493915,0.9992636068410183,146,0.10831994818196136,-0.006839521105367307,0.4364250219166139,1,1,0.1345459174568284,0.1575138831033667,0.7079401994398056,0.13976532237473843,0.4064294561489236,0.9029289849351252,0,0.13969992370554593,0.4065064263976338,0.9029044559719981,1,0,64.69735958749754,8,0.92,-0.01725560795950285,0.03330367788212663,0.44459720747891784,-0.03468715904017829,0.023711771719813368,0.004187200948265511,0.999108112382124,0.06479870877517338,-0.0031399428823293556,0.4379662228210037,-0.003907843835524579,-0.008778146773956635,0.0027716348640613067,0.999949994217687,1287.5233546227817,86.95445420615232,-412.44587686350553,16.156031831166363,-24.277381243307353,-36.896961065787515,86.95445420615232,8009.392605578767,1374.0109719129837,25.491071788887638,26.876498843155538,-124.13967283818977,-412.44587686350553,1374.0109719129837,38057.73241922898,252.21227693777877,115.89219731502189,-43.03253067432192,16.156031831166363,25.491071788887638,252.21227693777877,203.474250978904,-16.431880209586108,-10.582019357077467,-24.277381243307353,26.876498843155538,115.89219731502189,-16.431880209586108,446.32303184391435,-5.475127280162286,-36.896961065787515,-124.13967283818977,-43.03253067432192,-10.582019357077467,-5.475127280162286,72.89443679751719,431087046.4283784,-273162.30333915487,343544.91073408676,33559.17000930362,4370787.923334038,-1221839.9767723707,-273162.30333915487,430844879.8656951,-1336.2039016051406,-5046242.212627765,321989.4917158626,2637621.0256397994,343544.91073408676,-1336.2039016051406,430886516.3142625,357708.5916405431,-2197844.6812769454,-366854.93589772616,33559.17000930362,-5046242.212627765,357708.5916405431,210274699.87430653,88477.09290058064,-52412.56993434316,4370787.923334038,321989.4917158626,-2197844.6812769454,88477.09290058064,215625601.1592884,1666282.7430611686,-1221839.9767723707,2637621.0256397994,-366854.93589772616,-52412.56993434316,1666282.7430611686,218082296.36469042
1660857414.0917118,TIGHTLY_COUPLED,-0.013596858530285362,0.027004754302093925,0.4583009966556241,-0.030633870607585417,0.02502830061725817,0.0038547645617356165,0.9992098332832716,125,0.12829407850958457,0.0022334465905408515,0.44054289090184784,1,1,0.12506927256292694,0.16512819077344598,0.7098025366636272,0.16322664722805083,0.4187970334570305,0.8932894863381524,0,0.16325332845244334,0.4188334525706116,0.8932675353761491,1,0,69.30975694674353,9,0.91,0.0035089355619040696,0.0288280393506613,0.4529594358848826,-0.029657306156550454,0.02082790189864609,0.003922506402987338,0.9993354074771275,0.07999709061542025,-0.00200194497639182,0.4510784264373122,-0.005574642151309016,-0.008754453908700131,0.0037611373323533483,0.9999390665173615,1226.6777734124519,-79.74308251629702,-275.3398298323711,10.25183645955251,-18.743433605795346,-12.739073206307028,-79.74308251629702,10967.344677483528,976.3894546571929,100.01844035402834,-16.572688178268837,-74.3065170549459,-275.3398298323711,976.3894546571929,38532.288826990996,316.403451683047,138.7051984286412,6.320851718716311,10.25183645955251,100.01844035402834,316.403451683047,207.72943129919793,-10.815835979221006,0.834247653283074,-18.743433605795346,-16.572688178268837,138.7051984286412,-10.815835979221006,434.57906991797137,-1.9904715011704244,-12.739073206307028,-74.3065170549459,6.320851718716311,0.834247653283074,-1.9904715011704244,80.05544395059093,1481205898.4268093,-301732.9260212395,374798.60924857133,53804.129398193865,6905249.3695321735,-1169150.8947143648,-301732.9260212395,1480899259.8023434,-3282.5008922088887,-7648131.252361623,341790.8184473811,3150096.416910139,374798.60924857133,-3282.5008922088887,1480957154.6539083,228342.74780485863,-2687796.362639835,-388079.0995142185,53804.129398193865,-7648131.252361623,228342.74780485863,315915632.6415115,-2809.1195853802637,-31137.523462136363,6905249.3695321735,341790.8184473811,-2687796.362639835,-2809.1195853802637,321233918.09092706,1672146.4140695133,-1169150.8947143648,3150096.416910139,-388079.0995142185,-31137.523462136363,1672146.4140695133,323660246.6601299
1660857414.1922934,TIGHTLY_COUPLED,0.015672621706150212,0.022734056582393247,0.4604090006375846,-0.027853727984104702,0.02235518409818172,0.0026237318017479994,0.9993585600837952,132,0.1515309123274944,-0.00551306387072167,0.4502407721979383,1,1,0.12824704684047764,0.1638827357778857,0.7078702173816375,0.18374930184527222,0.3877573260593042,0.903261008877674,0,0.18367189407119025,0.3877222104939645,0.9032918259444039,1,0,55.1004590183961,10,0.9,0.044660542140000564,0.017358268031255,0.45221378284850355,-0.026677075896706086,0.02120572506822067,0.004063325905734755,0.9994108965928051,0.10926656932434962,-0.00627263888345831,0.45318643032162514,-0.0028336027698565506,-0.0114596702787436,0.002503416096065402,0.9999271871292904,1317.2484029338111,194.6598777677741,-79.97818856098104,8.826796311100084,-3.5622651594244665,-27.8267809536514,194.6598777677741,9169.080905374942,1411.7044083215537,23.60077557599488,23.170949003233837,26.87816418270715,-79.97818856098104,1411.7044083215537,29132.564782771507,250.3736779769083,-51.127441764735465,-31.997745314333926,8.826796311100084,23.60077557599488,250.3736779769083,189.0587706577847,-16.165427441255463,-8.589813227603504,-3.5622651594244665,23.170949003233837,-51.127441764735465,-16.165427441255463,433.62834015250627,0.4450670418176099,-27.8267809536514,26.87816418270715,-31.997745314333926,-8.589813227603504,0.4450670418176099,89.80251216222484,1458274658.252107,47434.02273510862,141469.32507981424,68963.4803509597,8246111.762281534,176826.43695403502,47434.02273510862,1458360068.80648,3471.1771508188567,-8396119.083590636,32970.484975327374,2297434.1687981896,141469.32507981424,3471.1771508188567,1458401723.1848342,81124.64441871243,-2006442.171981181,-26607.544066090733,68963.4803509597,-8396119.083590636,81124.64441871243,313365021.4853445,248230.79231690164,-151704.81152716337,8246111.762281534,32970.484975327374,-2006442.171981181,248230.79231690164,317192566.74159825,-127115.72027957851,176826.43695403502,2297434.1687981896,-26607.544066090733,-151704.81152716337,-127115.72027957851,318394754.99672526
1660857414.3028884,TIGHTLY_COUPLED,0.07370391204391291,0.011107332791212345,0.44543238448959477,-0.02458050485243459,0.022445075240193017,0.00256101770183179,0.9994425739215798,109,0.2041662150052158,-0.012819381449127972,0.44504108214266186,1,1,0.14084597694591341,0.17596338856705124,0.6831906344870362,0.16375661261211036,0.3916575515291985,0.9054215229140296,0,0.16383470713385356,0.3917934395911319,0.9053486010547067,1,0,52.284465167812094,11,0.89,0.11801561847891182,-0.005386233742085994,0.4425315388873926,-0.027256788879353813,0.01950404806612361,0.0026391623031460647,0.999434687406473,0.16729784894355915,-0.01789934928059884,0.43820981366852,0.0004366824748542166,-0.01137254058865423,0.002327850370465299,0.9999325255944164,1071.7798901198462,37.88318920472875,249.62895941346136,1.2766625484623972,-20.939803191113704,1.9147431386809388,37.88318920472875,6455.926186106868,-145.17250318527886,64.94717781450507,-16.169349365024708,-45.72196438131675,249.62895941346136,-145.17250318527886,29521.714411390207,240.71714148986933,-76.67379827696745,14.89268681656235,1.2766625484623972,64.94717781450507,240.71714148986933,189.90757949416616,-8.62853566696281,-3.9940065598433248,-20.939803191113704,-16.169349365024708,-76.67379827696745,-8.62853566696281,432.87283409069244,5.50436140956214,1.9147431386809388,-45.72196438131675,14.89268681656235,-3.9940065598433248,5.50436140956214,78.77193055408003,430939044.94544494,91377.19150996511,89244.62095636506,64459.901954224784,4610354.749264372,1732204.0669838574,91377.19150996511,430999366.0969663,-1221.2508794258488,-4736712.754625758,6543.258513027653,2122724.363841893,89244.62095636506,-1221.2508794258488,431023259.43680114,-1531250.3717657125,-1889457.2217982158,25461.01659993758,64459.901954224784,-4736712.754625758,-1531250.3717657125,209043825.15831625,598613.7620087203,-41045.3403085568,4610354.749264372,6543.258513027653,-1889457.2217982158,598613.7620087203,211319569.4314665,9582.168932307206,1732204.0669838574,2122724.363841893,25461.01659993758,-41045.3403085568,9582.168932307206,212117121.21150035
